Compare C:\Users\noldea\Documents\Decompiler\20w13b\client with C:\Users\noldea\Documents\Decompiler\20w14infinite\client
4/10/2020 1:50:40 AM
Filename,Folder,Comparison result,Left Date,Right Date,Extension
blue_orchid.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_shulker_box.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_stained_glass.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_stained_glass_pane.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_terracotta.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_wall_banner.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
blue_wool.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bone_block.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
book_box.json,assets\minecraft\blockstates,Right only: C:\Users\noldea\Documents\Decompiler\20w14infinite\client\assets\minecraft\blockstates,  ,* 4/10/2020 12:39:38 AM,json
bookshelf.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brain_coral.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brain_coral_block.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brain_coral_fan.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brain_coral_wall_fan.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brewing_stand.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brick_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brick_stairs.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brick_wall.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bricks.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_banner.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_bed.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_carpet.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_concrete.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_concrete_powder.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_glazed_terracotta.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_mushroom.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_mushroom_block.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_shulker_box.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_stained_glass.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_stained_glass_pane.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_terracotta.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_wall_banner.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
brown_wool.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bubble_column.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bubble_coral.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bubble_coral_block.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bubble_coral_fan.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
bubble_coral_wall_fan.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cactus.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cake.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
campfire.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
carrots.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cartography_table.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
carved_pumpkin.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cauldron.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cave_air.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chain_command_block.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chest.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chipped_anvil.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chiseled_quartz_block.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chiseled_red_sandstone.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chiseled_sandstone.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chiseled_stone_bricks.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chorus_flower.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
chorus_plant.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
clay.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
coal_block.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
coal_ore.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
coarse_dirt.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cobblestone.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cobblestone_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cobblestone_stairs.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cobblestone_wall.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cobweb.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cocoa.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
command_block.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
comparator.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
composter.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
conduit.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cornflower.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cracked_stone_bricks.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crafting_table.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
creeper_head.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
creeper_wall_head.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_button.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_door.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_fence.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_fence_gate.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_fungus.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_hyphae.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_nylium.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_planks.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_pressure_plate.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_roots.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_sign.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_stairs.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_stem.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_trapdoor.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crimson_wall_sign.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
crying_obsidian.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cursor.json,assets\minecraft\blockstates,Right only: C:\Users\noldea\Documents\Decompiler\20w14infinite\client\assets\minecraft\blockstates,  ,* 4/10/2020 12:39:38 AM,json
cut_red_sandstone.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cut_red_sandstone_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cut_sandstone.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cut_sandstone_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_banner.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_bed.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_carpet.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_concrete.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_concrete_powder.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_glazed_terracotta.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_shulker_box.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_stained_glass.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_stained_glass_pane.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_terracotta.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_wall_banner.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
cyan_wool.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
damaged_anvil.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dandelion.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_button.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_door.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_fence.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_fence_gate.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_leaves.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_log.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_planks.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_pressure_plate.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_sapling.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_sign.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_stairs.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_trapdoor.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_wall_sign.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_oak_wood.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_prismarine.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_prismarine_slab.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dark_prismarine_stairs.json,assets\minecraft\blockstates,Text files are different,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
daylight_detector.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
dead_brain_coral.json,assets\minecraft\blockstates,Text files are identical,* 4/10/2020 12:58:30 AM,  4/10/2020 12:39:38 AM,json
